Nombre,Plataforma,Año,Género,Compañía,USA,Europa,Japón,Otros
Bratz Kidz,Nintendo Dual Screen,2008,Misc,Game Factory,0.03,0.0,0.0,0.0
Harukanaru Toki no Naka de: Maihitoyo,PlayStation2,2006,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0
Painkiller: Hell Wars,Xbox,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0
My Hero Academia: Battle for All,Nintendo 3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0
FunkMaster Flex's Digital Hitz Factory,PlayStation2,2003,Misc,Jester Interactive,0.02,0.01,0.0,0.0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,Nintendo Dual Screen,2007,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0
Greg Hastings Paintball 2,PlayStation3,2010,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0
Sangoku Koi Senki: Otome no Heihou!,PlayStation Portable,2012,Adventure,Prototype,0.0,0.0,0.04,0.0
Castlevania Bloodlines,Sega Genesis,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0
Hakuouki: Zuisouroku DS,Nintendo Dual Screen,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0
Detective Conan: Prelude from the Past,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0
100 Classic Games,Nintendo Dual Screen,2011,Misc,Rondomedia,0.0,0.03,0.0,0.0
Luminous Arc 3,Nintendo Dual Screen,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0
Adventure Time: Explore the Dungeon Because I Don't Know!,Nintendo WiiU,2013,Action,D3Publisher,0.02,0.01,0.0,0.0
World in Conflict,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01
XBLAZE Code: Embryo,PlayStation3,2013,Adventure,Arc System Works,0.02,0.0,0.01,0.01
The Legend of Heroes: Trails in the Sky SC Evolution,PlayStation Vita,2015,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0
FabStyle,Nintendo 3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0
Rebel Raiders: Operation Nighthawk,PlayStation2,2006,Simulation,Kando Games,0.02,0.01,0.0,0.0
Astrology DS,Nintendo Dual Screen,2009,Misc,Deep Silver,0.03,0.0,0.0,0.0
Zenkoku Dekotora Matsuri,Nintendo Wii,2008,Racing,Jaleco,0.0,0.0,0.03,0.0
Cooking Mama: My Sweets Shop,Nintendo 3DS,2014,Simulation,Office Create,0.0,0.0,0.03,0.0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,Nintendo 3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Alienators: Evolution Continues,Game Boy Advance,2001,Action,Activision,0.03,0.01,0.0,0.0
Onechanbara Z Kagura,PlayStation3,2013,Action,D3Publisher,0.0,0.0,0.03,0.0
Dead or Alive Xtreme 3: Venus,PlayStation Vita,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PlayStation3,2010,Misc,Unknown,0.0,0.0,0.03,0.0
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0
Pirates: Duels on the High Seas,Nintendo Dual Screen,2008,Action,Oxygen Interactive,0.03,0.0,0.0,0.0
MX World Tour Featuring Jamie Little,Xbox,2005,Racing,Crave Entertainment,0.03,0.01,0.0,0.0
PriPara Mezameyo! Megami no Dress Design,Nintendo 3DS,2016,Action,Takara Tomy,0.0,0.0,0.03,0.0
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.0,0.03,0.0,0.01
Sengoku Basara: Sanada Yukimura-Den,PlayStation4,2016,Action,Capcom,0.0,0.0,0.03,0.0
Marines: Modern Urban Combat,Nintendo Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0
Infamous: First Light,PlayStation4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0
The Idolmaster: Gravure For You! Vol. 4,PlayStation3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0
Puyo Pop Fever(us sales),Nintendo Dual Screen,2004,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0
Tour de France 2014,PlayStation4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0
RedCard 20-03,Xbox,2002,Sports,Midway Games,0.03,0.01,0.0,0.0
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Nintendo Dual Screen,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0
Deal or No Deal: Special Edition,Nintendo Dual Screen,2010,Misc,Zoo Games,0.03,0.0,0.0,0.0
Puyo Puyo 7,PlayStation Portable,2009,Puzzle,Sega,0.0,0.0,0.03,0.0
Asterix & Obelix: Kick Buttix,PlayStation2,2004,Action,Atari,0.02,0.01,0.0,0.0
Radiant Silvergun,Sega Saturn,1998,Shooter,ESP,0.0,0.0,0.03,0.0
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0
Bounty Hounds,PlayStation Portable,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0
Care Bears - Care Quest,Game Boy Advance,2005,Action,Game Factory,0.02,0.01,0.0,0.0
Burnout Paradise: The Ultimate Box,Xbox360,2009,Racing,Electronic Arts,0.0,0.03,0.0,0.0
Even in a Game Listen to Me Girls. I Am Your Father!,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Tokyo Majin Gakuen: Kenfuuchou,Nintendo Dual Screen,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0
Challenge Me: Word Puzzles,Nintendo Dual Screen,2011,Puzzle,O-Games,0.03,0.0,0.0,0.0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,Game Boy Advance,2002,Action,Hudson Soft,0.0,0.0,0.03,0.0
NHRA Drag Racing: Countdown to the Championship,PlayStation Portable,2007,Racing,THQ,0.03,0.0,0.0,0.0
Zatch Bell! Electric Arena,Game Boy Advance,2003,Fighting,Banpresto,0.02,0.01,0.0,0.0
TOCA Race Driver 3,Xbox,2006,Racing,Codemasters,0.03,0.01,0.0,0.0
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PlayStation2,2006,Misc,Daito,0.0,0.0,0.03,0.0
Diabolik Lovers: Dark Fate,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.03,0.0
Sky Dancers,Game Boy Advance,2005,Action,Crave Entertainment,0.02,0.01,0.0,0.0
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0.0,0.03,0.0,0.0
Silent Scope,Game Boy Advance,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
Deer Drive: Legends,Nintendo 3DS,2012,Action,Maximum Family Games,0.03,0.0,0.0,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PlayStation2,2006,Misc,Activision,0.02,0.01,0.0,0.0
Yggdra Union: We'll Never Fight Alone,Game Boy Advance,2006,Role-Playing,Sting,0.0,0.0,0.03,0.0
The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0
Gakusen Toshi Asterisk Festa: Houka Kenran,PlayStation Vita,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PlayStation3,2012,Misc,Fields,0.0,0.0,0.03,0.0
Caesar III,PC,1998,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
DarkStar One,PC,2006,Simulation,Ubisoft,0.0,0.03,0.0,0.01
Wangan Midnight,PlayStation3,2007,Racing,Genki,0.0,0.0,0.03,0.0
ESPN NBA 2Night 2002,PlayStation2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0
Cabela's Dangerous Hunts 2,Nintendo GameCube,2005,Sports,Activision,0.03,0.01,0.0,0.0
Kekkaishi: Kokubourou no Kage,Nintendo Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
"Crouching Tiger, Hidden Dragon",Game Boy Advance,2003,Action,Ubisoft,0.02,0.01,0.0,0.0
Suzumiya Haruhi no Tsuisou,PlayStation3,2011,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0
Mame Goma: Shiro to Kuro no Meikyuu,Nintendo 3DS,2012,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0
Trap Gunner: Countdown to Oblivion,PlayStation,1998,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,Nintendo Dual Screen,2006,Adventure,D3Publisher,0.0,0.0,0.03,0.0
Harukanaru Toki no Naka de Yumenoukihashi Special,PlayStation2,2009,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0
Duke Nukem 3D: 20th Anniversary World Tour,PlayStation4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0
Tsuyo Kiss: Mighty Heart,PlayStation2,2006,Adventure,Princess Soft,0.0,0.0,0.03,0.0
Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01
Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0.0,0.0
Gacharoku,PlayStation2,2002,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0
Cake Mania: Baker's Challenge,PlayStation Portable,2008,Puzzle,Destineer,0.03,0.0,0.0,0.0
SX Superstar,Nintendo GameCube,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0
Zoo Vet: Endangered Animals,Nintendo Dual Screen,2008,Simulation,505 Games,0.03,0.0,0.0,0.0
Paddington: Adventures in London,Nintendo 3DS,2015,Puzzle,Koch Media,0.0,0.03,0.0,0.0
Driven,Game Boy Advance,2001,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0.0,0.03,0.0,0.0
Red Faction II,Nintendo GameCube,2003,Shooter,THQ,0.03,0.01,0.0,0.0
Langrisser: Re:Incarnation Tensei,Nintendo 3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0
Atelier Firis: The Alchemist of the Mysterious Journey,PlayStation4,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Nintendo Dual Screen,2011,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0
SD Gundam G Generation: Gather Beat 2,WonderSwan,2001,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0
Battle Engine Aquila,PlayStation2,2003,Shooter,Atari,0.02,0.01,0.0,0.0
Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0.0,0.03,0.0,0.0
Special Forces: Nemesis Strike,Xbox,2005,Shooter,Hip Interactive,0.03,0.01,0.0,0.0
Women's Volleyball Championship,PlayStation2,2007,Sports,Spike,0.0,0.0,0.03,0.0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Nintendo Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PlayStation2,2007,Misc,Tecmo Koei,0.0,0.0,0.03,0.0
Crimson Tears,PlayStation2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0
Battle Assault 3 featuring Gundam Seed,PlayStation2,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0
WRC: FIA World Rally Championship,PlayStation Portable,2005,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,Nintendo Dual Screen,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Batman Forever: The Arcade Game,PlayStation,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0
Romance of the Three Kingdoms (3DS),Nintendo 3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0
Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.0,0.03,0.0,0.0
Cabela's Outdoor Adventures,Nintendo GameCube,2005,Sports,Activision,0.03,0.01,0.0,0.0
Penguins of Madagascar,Nintendo WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0.0,0.0
Rapala Tournament Fishing!,Xbox360,2006,Sports,Activision,0.03,0.0,0.0,0.0
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PlayStation3,2011,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0
Backyard NFL Football 2006,Game Boy Advance,2005,Sports,Atari,0.02,0.01,0.0,0.0
Superstars V8 Racing,PlayStation3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01
Detective Conan: Phantom Rhapsody,Nintendo 3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Mashiro Iro Symphony: *mutsu-no-hana,PlayStation Portable,2011,Adventure,Comfort,0.0,0.0,0.03,0.0
Monster Guardians,Game Boy Advance,2001,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PlayStation Portable,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0
An American Tail: Fievel's Gold Rush,Game Boy Advance,2002,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0
Magna Carta Portable,PlayStation Portable,2006,Role-Playing,Banpresto,0.0,0.0,0.03,0.0
Diabolik Lovers: More Blood,PlayStation Portable,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0
The Italian Job,Nintendo GameCube,2003,Racing,Eidos Interactive,0.03,0.01,0.0,0.0
Super Dodgeball Brawlers (jp sales),Nintendo Dual Screen,2008,Sports,Arc System Works,0.0,0.0,0.03,0.0
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PlayStation Portable,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0
Crazy Chicken: Star Karts,Nintendo Dual Screen,2008,Racing,Phenomedia,0.03,0.0,0.0,0.0
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0
M&Ms Shell Shocked,PlayStation,2001,Action,Berkeley,0.02,0.01,0.0,0.0
K-On! After School Live!! HD Ver.,PlayStation3,2012,Action,Sega,0.0,0.0,0.03,0.0
Metal Gear Solid: The Essential Collection (JP sales),PlayStation2,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Ukiyo no Shishi,PlayStation3,2015,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
3D Baseball,PlayStation,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PlayStation2,2007,Misc,Hackberry,0.0,0.0,0.03,0.0
First Queen: Ornic Senki,Super Nintendo Entertainment System,1994,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0
Dream C Club Zero,Xbox360,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0
Shining Stars,Nintendo Dual Screen,2008,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0
Medabots 9: Metabee / Rokusho,Nintendo 3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0
The Void,PC,2008,Adventure,Mamba Games,0.0,0.03,0.0,0.01
Tail Concerto,PlayStation,1998,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01
The Sum of All Fears,Nintendo GameCube,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0
James Pond: Codename Robocod,Game Boy Advance,2005,Platform,Play It,0.02,0.01,0.0,0.0
Yumi's Odd Odyssey,Nintendo 3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0
Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0
Night Head: The Labyrinth,PlayStation,1995,Adventure,Fuji,0.0,0.0,0.03,0.0
Emma at the Farm,Nintendo Dual Screen,2008,Adventure,Aspyr,0.03,0.0,0.0,0.0
Utawarerumono Portable,PlayStation Portable,2009,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0
Gaia Saver Hero Saidai no Sakusen,Super Nintendo Entertainment System,1994,Role-Playing,Banpresto,0.0,0.0,0.03,0.0
EverBlue 2,PlayStation2,2002,Adventure,Capcom,0.02,0.01,0.0,0.0
Kevin Van Dam: Big Bass Challenge,Nintendo Wii,2010,Sports,Zoo Games,0.03,0.0,0.0,0.0
Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,0.01,0.02,0.0,0.01
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,Nintendo Dual Screen,2009,Adventure,Alchemist,0.0,0.0,0.03,0.0
7 Wonders: Treasures of Seven,Nintendo Dual Screen,2011,Puzzle,Avanquest,0.01,0.02,0.0,0.0
YoKai Watch Dance: Just Dance Special Version,Nintendo WiiU,2015,Misc,Level 5,0.0,0.0,0.03,0.0
Safari Adventures: Africa,Nintendo Wii,2007,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0
Junior Island Adventure,Nintendo Dual Screen,2011,Puzzle,Unknown,0.03,0.0,0.0,0.0
Clever Kids: Pirates,Nintendo Dual Screen,2008,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PlayStation Portable,2006,Misc,Daito,0.0,0.0,0.03,0.0
Yumeiro Patissiere: My Sweets Cooking,Nintendo Dual Screen,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Prey,PC,2006,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01
Clannad,PlayStation3,2011,Adventure,Prototype,0.0,0.0,0.03,0.0
Electroplankton,Nintendo Dual Screen,2005,Misc,Nintendo,0.01,0.0,0.02,0.0
Just Dance 2017,PlayStation4,2016,Misc,Ubisoft,0.02,0.0,0.0,0.01
PowerSlave,PlayStation,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0
SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,0.0,0.03,0.0,0.01
Championship Manager Season 01/02,PC,2001,Sports,Eidos Interactive,0.0,0.03,0.0,0.0
Project Gotham Racing 2 (JP weekly sales),Xbox,2003,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0
Maximum Racing: Drag & Stock Racer,Nintendo Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0
CT Special Forces,Game Boy Advance,2002,Action,LSP Games,0.02,0.01,0.0,0.0
Let's Sing 2016,PlayStation4,2015,Action,FuRyu Corporation,0.03,0.0,0.0,0.01
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0.0,0.0,0.0
Jewel Master: Cradle of Rome,Nintendo Wii,2008,Puzzle,Rondomedia,0.03,0.0,0.0,0.0
Dragon's Dogma Online,PlayStation3,2015,Role-Playing,Capcom,0.0,0.0,0.03,0.0
Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,0.03,0.0,0.0,0.0
FIFA World Cup: Germany 2006,Game Boy Advance,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0
Crash Time: Autobahn Pusuit,Xbox360,2008,Racing,RTL,0.03,0.0,0.0,0.0
Earthworm Jim 2,Game Boy Advance,2002,Platform,Vivendi Games,0.02,0.01,0.0,0.0
Angler's Club: Ultimate Bass Fishing 3D,Nintendo 3DS,2011,Sports,D3Publisher,0.0,0.03,0.0,0.0
Dungeon Maker: Hunting Ground,PlayStation Portable,2006,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0
Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.0
Super Hero Generation,PlayStation3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0
Tamagotchi no Doki Doki Dream Omisecchi,Nintendo 3DS,2013,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0
MotoGP,PlayStation Portable,2006,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0
Toushin Toshi,Nintendo 3DS,2014,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0
Trine 2,Nintendo WiiU,2012,Platform,Atlus,0.0,0.03,0.0,0.0
Suujin Taisen,Nintendo Dual Screen,2007,Strategy,Nintendo,0.0,0.0,0.03,0.0
Street Supremacy,PlayStation Portable,2005,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0
Driv3r,Game Boy Advance,2005,Racing,Atari,0.02,0.01,0.0,0.0
Best Friends Tonight,Nintendo Dual Screen,2010,Misc,Ubisoft,0.03,0.0,0.0,0.0
Apache: Air Assault,PC,2010,Simulation,Just Flight,0.0,0.03,0.0,0.0
Fritz Chess,PlayStation3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01
River King: Mystic Valley (jp sales),Nintendo Dual Screen,2007,Sports,Rising Star Games,0.0,0.0,0.03,0.0
Winning Post World,PlayStation2,2009,Sports,Tecmo Koei,0.0,0.0,0.03,0.0
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0.0,0.03,0.0,0.0
Atelier Sophie: The Alchemist of the Mysterious Book,PlayStation3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0.0,0.03,0.0,0.01
.hack: Sekai no Mukou ni + Versus,PlayStation3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,Nintendo 3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0
Disney Sports Soccer,Nintendo GameCube,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0
Clash of Elementalists,Nintendo 3DS,2013,Action,Unknown,0.0,0.03,0.0,0.0
Rugby 15,PlayStation Vita,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.01
Cooking Mama 5: Bon Appetit!,Nintendo 3DS,2013,Simulation,Office Create,0.0,0.0,0.03,0.0
Legend of the Dragon,PlayStation Portable,2007,Fighting,Game Factory,0.03,0.0,0.0,0.0
Mame Goma: Honobo no Nikki,Nintendo Dual Screen,2007,Simulation,TDK Core,0.0,0.0,0.03,0.0
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0
Disney's Hide & Sneak,Nintendo GameCube,2003,Action,Capcom,0.03,0.01,0.0,0.0
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PlayStation Vita,2013,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0
Nobunaga no Yabou: Kakushin with Power-Up Kit,PlayStation2,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0
Astonishia Story,PlayStation Portable,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0
Raw Danger!,PlayStation2,2006,Action,505 Games,0.02,0.01,0.0,0.0
Monster Rancher Hop-A-Bout,PlayStation,2000,Action,Tecmo Koei,0.02,0.01,0.0,0.0
3DS Classic Collection,Nintendo 3DS,2016,Misc,Sega,0.03,0.0,0.0,0.0
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.0,0.03,0.0,0.0
Custom Beat Battle: Draglade 2,Nintendo Dual Screen,2008,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0
Gotouchi Kenkei DS,Nintendo Dual Screen,2006,Misc,Spike,0.0,0.0,0.03,0.0
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01
Accel World: Ginyoku no Kakusei,PlayStation3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0
Elf Bowling 1 & 2,Game Boy Advance,2005,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0
Turbo: Super Stunt Squad,Nintendo Dual Screen,2013,Sports,D3Publisher,0.0,0.03,0.0,0.0
Game of Thrones (Telltale),Xbox One,2015,Adventure,Telltale Games,0.03,0.0,0.0,0.0
GunGriffon: Allied Strike,Xbox,2004,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0
Batman: A Telltale Game Series,Xbox360,2016,Adventure,Telltale Games,0.01,0.02,0.0,0.0
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01
Stacked with Daniel Negreanu,PlayStation Portable,2006,Misc,Myelin Media,0.03,0.0,0.0,0.0
Vitamin X Evolution,Nintendo Dual Screen,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0
Saru! Get You! SaruSaru Daisakusen,PlayStation Portable,2007,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,Adventure,GSP,0.0,0.03,0.0,0.01
Barbie and Her Sisters Puppy Rescue,Nintendo 3DS,2015,Action,Namco Bandai Games,0.0,0.03,0.0,0.0
Arthur and the Invisibles,Nintendo Dual Screen,2007,Adventure,Atari,0.03,0.0,0.0,0.0
The Flintstones: Big Trouble in Bedrock,Game Boy Advance,2001,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0
RACE On,PC,2009,Racing,bitComposer Games,0.0,0.03,0.0,0.01
PopCap Arcade Vol 2,Xbox360,2009,Misc,PopCap Games,0.03,0.0,0.0,0.0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,Nintendo Dual Screen,2010,Misc,Kamui,0.0,0.0,0.03,0.0
Summon Night 6: Lost Borders,PlayStation4,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Silverlicious,Nintendo Dual Screen,2012,Action,GameMill Entertainment,0.03,0.0,0.0,0.0
Smart Girl's Winter Wonderland,Nintendo Dual Screen,2008,Misc,UFO Interactive,0.03,0.0,0.0,0.0
BeatMania IIDX 14 Gold,PlayStation2,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,Sega Saturn,1996,Misc,ASK,0.0,0.0,0.03,0.0
Toriko: Ultimate Survival,Nintendo 3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0
Vegas Casino,Nintendo Dual Screen,2007,Misc,Neko Entertainment,0.03,0.0,0.0,0.0
The Binding of Isaac,PC,2012,Action,Unknown,0.0,0.03,0.0,0.0
Madou Monogatari,Sega Saturn,1998,Role-Playing,Compile,0.0,0.0,0.03,0.0
Maximum Racing: GP Classic Racing,Nintendo Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0
Togainu no Chi: True Blood,PlayStation2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0
Castlevania: Lords of Shadow - Reverie,PlayStation3,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.01
