Nombre,Plataforma,Año,Género,Compañía,USA,Europa,Japón,Otros
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,Nintendo 3DS,2012,Adventure,D3Publisher,0.0,0.0,0.03,0.0
Tork: Prehistoric Punk,Xbox,2005,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0
Chicken Shoot 2,Game Boy Advance,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0
Tokyo Xanadu eX+,PlayStation4,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,0.0
Airship Q,PlayStation Vita,2015,Platform,Cygames,0.0,0.0,0.03,0.0
A Good Librarian Like a Good Shepherd: Library Party,PlayStation Vita,2015,Action,Kaga Create,0.0,0.0,0.03,0.0
Overlord II,PC,2009,Action,Codemasters,0.0,0.03,0.0,0.0
Flipper Critters,Nintendo Dual Screen,2007,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0
River City Super Sports Challenge,Nintendo Dual Screen,2010,Sports,Arc System Works,0.01,0.0,0.02,0.0
Sea Park Tycoon,Nintendo Dual Screen,2010,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0
Underground Pool,Nintendo Dual Screen,2007,Sports,UFO Interactive,0.03,0.0,0.0,0.0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PlayStation2,2008,Misc,Hackberry,0.0,0.0,0.03,0.0
Accel World: Ginyoku no Kakusei,PlayStation Portable,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0
Travel Coach: Europe 1,Nintendo Dual Screen,2008,Misc,HMH Interactive,0.0,0.03,0.0,0.0
Jikandia: The Timeless Land,PlayStation Portable,2010,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0
Classic Dungeon: Fuyoku no Masoujin,PlayStation Portable,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0
Rampo,Sega Saturn,1995,Adventure,Sega,0.0,0.0,0.03,0.0
Toy Shop,Nintendo Dual Screen,2008,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0
Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0
SuperCar Challenge,PlayStation3,2009,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01
My Pet Shop (JP sales),Nintendo Dual Screen,2008,Simulation,Square Enix,0.0,0.0,0.03,0.0
Prison Architect,PlayStation4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01
Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01
Exstetra,PlayStation Vita,2013,Role-Playing,FuRyu,0.0,0.0,0.03,0.0
Dodge Racing: Charger vs Challenger,Nintendo Dual Screen,2009,Racing,Zushi Games,0.03,0.0,0.0,0.0
Hakuoki Zuisouroku Omokage Hana,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.03,0.0
Beastly,Nintendo Wii,2011,Misc,Unknown,0.03,0.0,0.0,0.0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,Nintendo Dual Screen,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0.0,0.03,0.0,0.01
Breath of Fire III,PlayStation Portable,2005,Role-Playing,Capcom,0.0,0.02,0.0,0.01
Biker Mice From Mars,Nintendo Dual Screen,2007,Racing,Game Factory,0.03,0.0,0.0,0.0
Atelier Shallie Plus: Alchemists of the Dusk Sea,PlayStation Vita,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0
Hiiro no Kakera 2: Hisui no Shizuku,PlayStation2,2007,Adventure,Idea Factory,0.0,0.0,0.03,0.0
Summer Athletics 2009,Xbox360,2009,Sports,49Games,0.0,0.03,0.0,0.0
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Nintendo 3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0
Pro Yakyuu Spirits 5 Kanzenban,PlayStation3,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Rugby World Cup 2015,Xbox360,2015,Sports,Ubisoft,0.0,0.03,0.0,0.0
Sorcery Saga: The Curse of the Great Curry God,PlayStation Vita,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0
Cabela's Big Game Hunter: Pro Hunts,PlayStation3,2014,Shooter,Activision,0.03,0.0,0.0,0.01
Hajime no Ippo: The Fighting! (2014),PlayStation3,2014,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0
Game of Thrones (Telltale),Xbox360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0
Dance Factory,PlayStation2,2006,Action,Codemasters,0.02,0.01,0.0,0.0
Totally Spies!,Game Boy Advance,2005,Platform,Atari,0.02,0.01,0.0,0.0
Jig-A-Pix: Wild World,Nintendo Dual Screen,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0
DragonHeart: Fire & Steel,PlayStation,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0
Chaos;Head - Love Chu*Chu!,Xbox360,2010,Adventure,5pb,0.0,0.0,0.03,0.0
Nishijin Pachinko Monogatari 2,Super Nintendo Entertainment System,1996,Misc,KSS,0.0,0.0,0.03,0.0
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01
Hyperdimension Neptunia Re;Birth 2,PlayStation Vita,2014,Action,Idea Factory International,0.02,0.01,0.0,0.01
RoadKill,Nintendo GameCube,2003,Action,Midway Games,0.02,0.01,0.0,0.0
The Legend of Heroes III: Song of the Ocean,PlayStation Portable,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0
Top Gun: Hard Lock,PlayStation3,2012,Action,505 Games,0.0,0.02,0.0,0.01
Alia's Carnival! Sacrament,PlayStation Vita,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0
F1 2002,Nintendo GameCube,2002,Racing,Electronic Arts,0.02,0.01,0.0,0.0
Mushihimesama Futari Ver 1.5,Xbox360,2009,Shooter,Cave,0.0,0.0,0.03,0.0
Pocket Fighter,Sega Saturn,1998,Fighting,Capcom,0.0,0.0,0.03,0.0
Toaru Majutsu no Kagaku no Ensemble,PlayStation Portable,2013,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0
Ojyousama Express,Sega Saturn,1998,Strategy,Media Works,0.0,0.0,0.03,0.0
Starsky & Hutch,Game Boy Advance,2003,Racing,Empire Interactive,0.02,0.01,0.0,0.0
Sitting Ducks,Game Boy Advance,2003,Platform,LSP Games,0.02,0.01,0.0,0.0
Brothers Conflict: Brilliant Blue,PlayStation Portable,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0
Garfield: A Tale of Two Kitties,Nintendo Dual Screen,2006,Platform,Game Factory,0.03,0.0,0.0,0.0
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0.0,0.0
Eyeshield 21: Field Saikyou no Senshi Tachi,Nintendo Wii,2007,Role-Playing,Nintendo,0.0,0.0,0.03,0.0
Bad Apple Wars,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.03,0.0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,Nintendo Dual Screen,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0
House M.D.,Nintendo Dual Screen,2010,Adventure,Mindscape,0.02,0.0,0.0,0.0
thinkSMART FAMILY!,Nintendo Wii,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0
Ultimate Block Party,PlayStation Portable,2004,Puzzle,505 Games,0.03,0.0,0.0,0.0
Last Escort: Club Katze,PlayStation Portable,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0
Renai Revenge,PlayStation Vita,2015,Adventure,TGL,0.0,0.0,0.03,0.0
Stacked with Daniel Negreanu,Xbox,2006,Misc,Myelin Media,0.02,0.01,0.0,0.0
Mahjong 300,Nintendo Dual Screen,2011,Puzzle,Avanquest,0.0,0.03,0.0,0.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PlayStation Portable,2010,Adventure,Yeti,0.0,0.0,0.03,0.0
Konami Classics Series: Arcade Hits,Nintendo Dual Screen,2007,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0
WRC 5: FIA World Rally Championship,PlayStation Vita,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.01
Infinite Stratos 2: Ignition Hearts,PlayStation Vita,2014,Adventure,5pb,0.0,0.0,0.03,0.0
Otometeki Koi Kakumei * Love Revo,PlayStation2,2006,Adventure,Interchannel,0.0,0.0,0.03,0.0
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0.0,0.03,0.0,0.01
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0.0,0.02,0.0,0.01
Dr. Muto,Nintendo GameCube,2002,Platform,Midway Games,0.02,0.01,0.0,0.0
Super Heroine Chronicle,PlayStation3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0
Otomedius Gorgeous,Xbox360,2008,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Egg Mania: Eggstreme Madness,PlayStation2,2002,Puzzle,Kemco,0.02,0.01,0.0,0.0
Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01
Kiniro no Corda 3,PlayStation2,2010,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0
Zero Escape: Virtue's Last Reward,Nintendo 3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0
Darkstalkers Resurrection,PlayStation3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0
MotoGP 15,Xbox One,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0
Highschool Terra Story,Sega Saturn,1998,Adventure,KID,0.0,0.0,0.03,0.0
Summer Athletics: The Ultimate Challenge,Xbox360,2008,Sports,DTP Entertainment,0.02,0.01,0.0,0.0
The Golf Club,Xbox One,2014,Sports,Unknown,0.03,0.0,0.0,0.0
Emergency! Disaster Rescue Squad,Nintendo Dual Screen,2009,Simulation,Destineer,0.03,0.0,0.0,0.0
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0
Suggoi! Arcana Heart 2,PlayStation2,2009,Fighting,AQ Interactive,0.0,0.0,0.03,0.0
Crazy Machines,Nintendo Dual Screen,2008,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0
Ebikore Photo Kano Kiss ,PlayStation Vita,2015,Action,Kadokawa Games,0.0,0.0,0.03,0.0
East India Company Collection,PC,2010,Misc,Paradox Interactive,0.0,0.03,0.0,0.0
Mother Goose no Himitsu no Yakata,PlayStation Portable,2011,Adventure,Quinrose,0.0,0.0,0.03,0.0
Fast & Furious: Showdown,Xbox360,2013,Action,Activision,0.0,0.03,0.0,0.0
Winning Post 7 2009,PlayStation Portable,2009,Sports,Tecmo Koei,0.0,0.0,0.03,0.0
Puzzle & Action: Tant-R,Sega Genesis,1994,Misc,Sega,0.0,0.0,0.03,0.0
Code Lyoko: Quest for Infinity,PlayStation Portable,2008,Action,Game Factory,0.03,0.0,0.0,0.0
The Voice,PlayStation3,2014,Action,Activision,0.02,0.0,0.0,0.01
Digimon World 4,Xbox,2005,Role-Playing,Atari,0.02,0.01,0.0,0.0
Guilty Gear XX Accent Core Plus,Nintendo Wii,2009,Fighting,PQube,0.01,0.02,0.0,0.0
Kekkaishi: Kokubourou Shuurai,Nintendo Dual Screen,2008,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Galleon: Islands of Mystery,Xbox,2004,Action,SCi,0.02,0.01,0.0,0.0
Montessori Music,Nintendo Dual Screen,2008,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0
World Sports Competition,PlayStation3,2009,Sports,Hudson Soft,0.02,0.0,0.0,0.01
Shugo Chara! Amunonijiro Chara Change,Nintendo Dual Screen,2008,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Renai 0 Kilometer,PlayStation Portable,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0
Sunny Garcia Surfing,PlayStation2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0
Far East of Eden Shinden,Neo Geo,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0
Tantei Jinguuji Saburo DS: Kienai Kokoro,Nintendo Dual Screen,2008,Adventure,Arc System Works,0.0,0.0,0.03,0.0
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01
MotorHead,PlayStation,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0
Max & the Magic Marker,Nintendo Wii,2011,Platform,Unknown,0.0,0.03,0.0,0.0
Ao no Kanata no Four Rhythm,PlayStation Vita,2016,Adventure,Unknown,0.0,0.0,0.03,0.0
StormLover,PlayStation Portable,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0
Gloria Union,PlayStation Portable,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0
Gensou Suikoden I & II,PlayStation Portable,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Worms: WMD,PlayStation4,2016,Action,Sold Out,0.01,0.02,0.0,0.0
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01
Eyeshield 21: DevilBats DevilDays,Game Boy Advance,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Nintendo WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0
Jyuzaengi: Engetsu Sangokuden,PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.03,0.0
Ratatouille,PC,2007,Action,THQ,0.01,0.01,0.0,0.0
Shin Sangoku Musou Online: Kamishou Ranbu,PlayStation3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0
Rabbids Land,Nintendo WiiU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0
Dancing Blade II: Tears of Eden,PlayStation,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Kokoro no Kokoron,Nintendo Dual Screen,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0
Hiiro no Kakera 3: Aoikuro no Kusabi,PlayStation2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0
BeatMania IIDX 13: DistorteD,PlayStation2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0
Go! Go! Hypergrind,Nintendo GameCube,2003,Sports,Atlus,0.02,0.01,0.0,0.0
Great Edo Blacksmith,PlayStation Vita,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0
Keshisasu-Kun: Battle Kas-tival,Nintendo Dual Screen,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Nintendo Dual Screen,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0
Peak Performance,PlayStation,1997,Racing,JVC,0.02,0.01,0.0,0.0
Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01
Young Justice: Legacy,Nintendo 3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Nintendo 3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0
DokiDoki Majo Shinpan! 2,Nintendo Dual Screen,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.0
S.L.A.I.: Steel Lancer Arena International,PlayStation2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0
Freaky Flyers,Xbox,2003,Racing,Midway Games,0.02,0.01,0.0,0.0
Nacho Libre,Nintendo Dual Screen,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0
Power Rangers Super Megaforce ,Nintendo 3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
Zoboomafoo: Leapin' Lemurs!,PlayStation,2001,Action,Encore,0.02,0.01,0.0,0.0
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0
Dennou Senki Virtual-On Force,Xbox360,2010,Fighting,Sega,0.0,0.0,0.03,0.0
Rugby 15,Xbox360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.0
Nettou! Powerful Koushien,Nintendo Dual Screen,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Graffiti Kingdom,PlayStation2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0
King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0
Armored Core SL: Silent Line Portable,PlayStation Portable,2009,Simulation,From Software,0.0,0.0,0.03,0.0
Looney Tunes: Galactic Sports,PlayStation Vita,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PlayStation Portable,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0
Lethal Enforcers I & II,PlayStation,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
Bubble Bobble Evolution,PlayStation Portable,2006,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0
Klonoa 2: Dream Champ Tournament,Game Boy Advance,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0
Who Wants to be a Millionaire: 1st Edition,Nintendo Dual Screen,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0
N+,PlayStation Portable,2007,Platform,Atari,0.03,0.0,0.0,0.0
Minna no Golf Jou Vol.1,PlayStation Portable,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0
Ducati World Racing Challenge,PlayStation,2001,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0
Super Collapse! II,Game Boy Advance,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0
Pop'n Music 14 Fever!,PlayStation2,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Golden Nugget Casino / Texas Hold 'Em Double Pack,Game Boy Advance,2005,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PlayStation Portable,2010,Role-Playing,Gust,0.0,0.0,0.03,0.0
Lux-Pain (JP sales),Nintendo Dual Screen,2008,Adventure,Rising Star Games,0.0,0.0,0.03,0.0
Smashing Drive,Game Boy Advance,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0
Away: Shuffle Dungeon,Nintendo Dual Screen,2008,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0
Big Mountain 2000,Nintendo 64,1998,Sports,Imagineer,0.02,0.01,0.0,0.0
Starshot: Space Circus Fever,Nintendo 64,1998,Platform,Infogrames,0.02,0.01,0.0,0.0
Charlie Blasts Territory,Nintendo 64,1999,Action,Kemco,0.02,0.01,0.0,0.0
Senko no Ronde DUO,Xbox360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0
Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01
CIMA: The Enemy,Game Boy Advance,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0
Tokimeki Memorial Girl's Side 1st Love Plus,Nintendo Dual Screen,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PlayStation Portable,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0
Code Geass: Hangyaku no Lelouch,Nintendo Dual Screen,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
Terraria,Nintendo WiiU,2016,Action,505 Games,0.0,0.03,0.0,0.0
Hudson x GReeeeN Live!? DeeeeS!?,Nintendo Dual Screen,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.0
Daibakushou: Jinsei Gekijou,Super Nintendo Entertainment System,1995,Misc,Taito,0.0,0.0,0.03,0.0
Marble Madness / Klax,Game Boy Advance,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0
Downstream Panic!,PlayStation Portable,2008,Action,Atari,0.03,0.0,0.0,0.0
Suzumiya Haruhi no Chokuretsu,Nintendo Dual Screen,2009,Adventure,Sega,0.0,0.0,0.03,0.0
DJ Max Portable 3,PlayStation Portable,2010,Misc,CyberFront,0.01,0.0,0.02,0.0
Boot Camp Academy,Nintendo Wii,2010,Action,Zoo Games,0.03,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 5,PlayStation3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0
S.Y.K Renshouden,PlayStation2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0
Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0
Pet Alien: An Intergalactic Puzzlepalooza,Nintendo Dual Screen,2007,Action,Game Factory,0.03,0.0,0.0,0.0
Nectaris: Military Madness,PlayStation,1998,Strategy,Hudson Soft,0.02,0.01,0.0,0.0
Galaxy Angel II: Mugen Kairou no Kagi,PlayStation2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.0
D.C.I.F.: Da Capo Innocent Finale,PlayStation2,2009,Adventure,Sweets,0.0,0.0,0.03,0.0
Konpeki no Kantai,Super Nintendo Entertainment System,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.0
Who Wants to be a Millionaire: 1st Edition,Nintendo Wii,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0
BRAHMA Force: The Assault on Beltlogger 9,PlayStation,1996,Shooter,JVC,0.02,0.01,0.0,0.0
Tenka-bito,PlayStation2,2006,Strategy,Sega,0.0,0.0,0.03,0.0
Hot Pixel,PlayStation Portable,2007,Puzzle,Atari,0.03,0.0,0.0,0.0
Doodle Hex,Nintendo Dual Screen,2008,Puzzle,Pinnacle,0.0,0.03,0.0,0.0
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PlayStation Vita,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0
Valentino Rossi: The Game,Xbox One,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Nintendo Dual Screen,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0
Robo Pit,PlayStation,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0
Story Hour: Adventures,Nintendo Wii,2008,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0
Muv-Luv Alternative: Total Eclipse,PlayStation3,2013,Simulation,5pb,0.0,0.0,0.03,0.0
R-Type III: The Third Lightning,Game Boy Advance,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0
Heathcliff! The Fast and the Furriest,Nintendo Wii,2010,Racing,Storm City Games,0.03,0.0,0.0,0.0
Darius Burst: Chronicle Saviours,PlayStation Vita,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0
Blokus Portable: Steambot Championship,PlayStation Portable,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Nintendo 3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0
Hakuouki,PlayStation2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0
Atomic Betty,Game Boy Advance,2005,Puzzle,Atari,0.02,0.01,0.0,0.0
"Princess Natasha: Student, Secret Agent, Princess",Nintendo Dual Screen,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0
Robin Hood: Defender of the Crown,Xbox,2003,Strategy,Capcom,0.02,0.01,0.0,0.0
Monster Hunter Frontier Online: Season 10,Xbox360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0
Street Jam Basketball,Game Boy Advance,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0
Armored Core: Last Raven Portable,PlayStation Portable,2010,Simulation,From Software,0.0,0.0,0.03,0.0
Master of Monsters: Disciples of Gaia,PlayStation,1997,Strategy,Agetec,0.02,0.01,0.0,0.0
SD Gundam: Gashapon Wars,Nintendo Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0
Curious George,Xbox,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.0
Disney's Aladdin,Game Boy Advance,2003,Platform,Capcom,0.02,0.01,0.0,0.0
Virtual Pool: Tournament Edition,Xbox,2005,Sports,Global Star,0.02,0.01,0.0,0.0
Phantasy Star Online 2: Episode 3 Deluxe Package,PlayStation Vita,2015,Action,Sega,0.0,0.0,0.03,0.0
SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01
Nippon no Asoko de,PlayStation Portable,2008,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.0
Higurashi no Naku Koro ni Iki,PlayStation Vita,2015,Action,Kaga Create,0.0,0.0,0.03,0.0
Harley-Davidson: Road Trip,Nintendo Wii,2010,Racing,Destineer,0.03,0.0,0.0,0.0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PlayStation Vita,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0
MapleStory DS,Nintendo Dual Screen,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0
Playmobil Top Agents,Nintendo Dual Screen,2010,Action,JoWood Productions,0.0,0.03,0.0,0.0
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0
Pimp My Ride: Street Racing,Nintendo Dual Screen,2009,Racing,Activision,0.03,0.0,0.0,0.0
Romance of the Three Kingdoms II,Nintendo 3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0
Popeye: Rush for Spinach,Game Boy Advance,2005,Platform,Atari,0.02,0.01,0.0,0.0
Culdcept,PlayStation2,2002,Strategy,Sega,0.01,0.01,0.0,0.0
Blue Breaker: Ken Yorimo Hohoemi o,NEC PC-FX,1996,Role-Playing,NEC,0.0,0.0,0.03,0.0
Bladestorm: Nightmare,PlayStation3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0
BeatMania IIDX 15: DJ Troopers,PlayStation2,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PlayStation Portable,2011,Misc,Unknown,0.0,0.0,0.03,0.0
Planet of the Apes,Game Boy Advance,2001,Action,Ubisoft,0.02,0.01,0.0,0.0
OZMAFIA!! -vivace-,PlayStation Vita,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0
Drake & Josh: Talent Showdown,Nintendo Dual Screen,2007,Adventure,THQ,0.03,0.0,0.0,0.0
Hissatsu Pachinko Collection 3,Super Nintendo Entertainment System,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0
